term,translation,context,language,confidence,winning_model,consensus,version,code,url
Transformer,Transformer,A deep learning model that adopts the mechanism of self-attention,de,0.98,gpt-oss:latest,No consensus,0.1,,
Transformer,Transfomaattori,A deep learning model that adopts the mechanism of self-attention,fi,0.98,gpt-oss:latest,No consensus,0.1,,
Transformer,Трансформер,A deep learning model that adopts the mechanism of self-attention,ru,0.98,gpt-oss:latest,No consensus,0.1,,
Transformer,Трансформер,A deep learning model that adopts the mechanism of self-attention,ua,0.98,gpt-oss:latest,No consensus,0.1,,
Transformer,Trasformatore,A deep learning model that adopts the mechanism of self-attention,it,0.98,gpt-oss:latest,No consensus,0.1,,
Transformer,Transformador,A deep learning model that adopts the mechanism of self-attention,pt,0.98,gpt-oss:latest,No consensus,0.1,,
Transformer,Transformator,A deep learning model that adopts the mechanism of self-attention,bs,0.98,gpt-oss:latest,No consensus,0.1,,
Transformer,Transformer,A deep learning model that adopts the mechanism of self-attention,ch,0.95,gpt-oss:latest,No consensus,0.1,,
Transformer,Transformeur,A deep learning model that adopts the mechanism of self-attention,fr,0.95,gemma3:27b,No consensus,0.1,,
Transformer,Transformador,A deep learning model that adopts the mechanism of self-attention,es,0.98,gemma3:27b,No consensus,0.1,,
Transformer,Transformer,A deep learning model that adopts the mechanism of self-attention,de,0.97,gemma3:27b,No consensus,0.1,,
Transformer,Muuntaja,A deep learning model that adopts the mechanism of self-attention,fi,0.92,gemma3:27b,No consensus,0.1,,
Transformer,Трансформер,A deep learning model that adopts the mechanism of self-attention,ru,0.96,gemma3:27b,No consensus,0.1,,
Transformer,Трансформер,A deep learning model that adopts the mechanism of self-attention,ua,0.96,gemma3:27b,No consensus,0.1,,
Transformer,Trasformatore,A deep learning model that adopts the mechanism of self-attention,it,0.94,gemma3:27b,No consensus,0.1,,
Transformer,Transformador,A deep learning model that adopts the mechanism of self-attention,pt,0.97,gemma3:27b,No consensus,0.1,,
Transformer,Transformator,A deep learning model that adopts the mechanism of self-attention,bs,0.93,gemma3:27b,No consensus,0.1,,
Transformer,转换器,A deep learning model that adopts the mechanism of self-attention,ch,0.9,gemma3:27b,No consensus,0.1,,
Thunderstorm,orage,"A thunderstorm is defined as one or more sudden electrical discharges, manifested by a flash of light (lightning) and a sharp or rumbling sound (thunder) (WMO, no date).",fr,0.95,deepseek-r1:14b,Consensus reached (3/3 models agreed),0.1,,
Thunderstorm,trueno,"A thunderstorm is defined as one or more sudden electrical discharges, manifested by a flash of light (lightning) and a sharp or rumbling sound (thunder) (WMO, no date).",es,0.98,deepseek-r1:14b,No consensus,0.1,,
Thunderstorm,Gewitter,"A thunderstorm is defined as one or more sudden electrical discharges, manifested by a flash of light (lightning) and a sharp or rumbling sound (thunder) (WMO, no date).",de,0.92,deepseek-r1:14b,Consensus reached (3/3 models agreed),0.1,,
Thunderstorm,kaukana,"A thunderstorm is defined as one or more sudden electrical discharges, manifested by a flash of light (lightning) and a sharp or rumbling sound (thunder) (WMO, no date).",fi,0.9,deepseek-r1:14b,No consensus,0.1,,
Thunderstorm,гроза,"A thunderstorm is defined as one or more sudden electrical discharges, manifested by a flash of light (lightning) and a sharp or rumbling sound (thunder) (WMO, no date).",ru,0.95,deepseek-r1:14b,Consensus reached (2/3 models agreed),0.1,,
Thunderstorm,гроза,"A thunderstorm is defined as one or more sudden electrical discharges, manifested by a flash of light (lightning) and a sharp or rumbling sound (thunder) (WMO, no date).",ua,0.94,deepseek-r1:14b,Consensus reached (2/3 models agreed),0.1,,
Thunderstorm,temporale,"A thunderstorm is defined as one or more sudden electrical discharges, manifested by a flash of light (lightning) and a sharp or rumbling sound (thunder) (WMO, no date).",it,0.97,deepseek-r1:14b,Consensus reached (2/3 models agreed),0.1,,
Thunderstorm,tempo de trovão,"A thunderstorm is defined as one or more sudden electrical discharges, manifested by a flash of light (lightning) and a sharp or rumbling sound (thunder) (WMO, no date).",pt,0.88,deepseek-r1:14b,No consensus,0.1,,
Thunderstorm,gromovréme,"A thunderstorm is defined as one or more sudden electrical discharges, manifested by a flash of light (lightning) and a sharp or rumbling sound (thunder) (WMO, no date).",bs,0.85,deepseek-r1:14b,No consensus,0.1,,
Thunderstorm,hromovětření,"A thunderstorm is defined as one or more sudden electrical discharges, manifested by a flash of light (lightning) and a sharp or rumbling sound (thunder) (WMO, no date).",ch,0.87,deepseek-r1:14b,No consensus,0.1,,
Heatwave,Vague de chaleur,"A heatwave is a marked, unusual period of hot weather over a region persisting for at least two or three consecutive days and nights during the hot period of the year based on local climatological conditions, with thermal conditions recorded above given thresholds (WMO and WHO, 2015).",fr,0.95,gemini-3.5,Single model (skipped consensus),0.1,MH0501,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0501
Heatwave,Ola de calor,"A heatwave is a marked, unusual period of hot weather over a region persisting for at least two or three consecutive days and nights during the hot period of the year based on local climatological conditions, with thermal conditions recorded above given thresholds (WMO and WHO, 2015).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,MH0501,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0501
Heatwave,Hitzewelle,"A heatwave is a marked, unusual period of hot weather over a region persisting for at least two or three consecutive days and nights during the hot period of the year based on local climatological conditions, with thermal conditions recorded above given thresholds (WMO and WHO, 2015).",de,0.95,gemini-3.5,Single model (skipped consensus),0.1,MH0501,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/mh0501
"Rock, debris and earth (mud) slide","Glissement de roches, de débris et de terre (boue)","A slide is a movement of a mass of rock, debris or earth on an individualized failure surface (adapted from Dennis and Didier, 2019).",fr,0.95,gemini-3.5,Single model (skipped consensus),0.1,GH0304,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0304
"Rock, debris and earth (mud) slide","Deslizamiento de roca, detritos y tierra (lodo)","A slide is a movement of a mass of rock, debris or earth on an individualized failure surface (adapted from Dennis and Didier, 2019).",es,0.95,gemini-3.5,Single model (skipped consensus),0.1,GH0304,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0304
"Rock, debris and earth (mud) slide","Fels-, Schutt- und Erd- (Schlamm-) Rutschung","A slide is a movement of a mass of rock, debris or earth on an individualized failure surface (adapted from Dennis and Didier, 2019).",de,0.95,gemini-3.5,Single model (skipped consensus),0.1,GH0304,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0304
Cadmium,cadmium,"Cadmium is a toxic heavy metal which is widely distributed in the Earth’s crust (soil and rocks), air and water; however, human activity has greatly increased levels in environmental media relevant to population exposure. Human exposure to cadmium represents a major public health concern as it has been associated with a range of acute and long-term adverse health effects and diseases (WHO, 2019).",fr,0.99,gemini-3.5,Single model (skipped consensus),0.1,CH0102,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0102
Cadmium,cadmio,"Cadmium is a toxic heavy metal which is widely distributed in the Earth’s crust (soil and rocks), air and water; however, human activity has greatly increased levels in environmental media relevant to population exposure. Human exposure to cadmium represents a major public health concern as it has been associated with a range of acute and long-term adverse health effects and diseases (WHO, 2019).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,CH0102,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0102
Cadmium,Cadmium,"Cadmium is a toxic heavy metal which is widely distributed in the Earth’s crust (soil and rocks), air and water; however, human activity has greatly increased levels in environmental media relevant to population exposure. Human exposure to cadmium represents a major public health concern as it has been associated with a range of acute and long-term adverse health effects and diseases (WHO, 2019).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,CH0102,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/ch0102
Earthquake,séisme,"Earthquake is a term used to describe the sudden slip on a fault and the ground shaking that occurs from the radiated seismic energy during the slipping event. The sudden slip can be caused by stress changes in the earth or volcanic/magmatic activity (USGS, no date).",fr,0.99,gemini-3.5,Single model (skipped consensus),0.1,GH0101,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0101
Earthquake,sismo,"Earthquake is a term used to describe the sudden slip on a fault and the ground shaking that occurs from the radiated seismic energy during the slipping event. The sudden slip can be caused by stress changes in the earth or volcanic/magmatic activity (USGS, no date).",es,0.99,gemini-3.5,Single model (skipped consensus),0.1,GH0101,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0101
Earthquake,Erdbeben,"Earthquake is a term used to describe the sudden slip on a fault and the ground shaking that occurs from the radiated seismic energy during the slipping event. The sudden slip can be caused by stress changes in the earth or volcanic/magmatic activity (USGS, no date).",de,0.99,gemini-3.5,Single model (skipped consensus),0.1,GH0101,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/gh0101
Ambient (Outdoor) Air Pollution,Pollution de l'air ambiant,"Ambient (outdoor) air pollution is pollution that is present at concentrations that affect human health, ecosystems and agriculture. It is primarily measured through the presence of particulate matter (PM10 and PM2.5), ozone, nitrogen dioxide, sulphur dioxide and carbon monoxide in the air. Ambient air pollution is one of the leading environmental risk factors affecting urban and rural populations around the world, resulting in an estimated 4.2 million premature deaths in 2019 (WHO, 2024).",fr,0.98,gemini-3.5,Single model (skipped consensus),0.1,EN0103,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/en0103
Ambient (Outdoor) Air Pollution,Contaminación del aire ambiente,"Ambient (outdoor) air pollution is pollution that is present at concentrations that affect human health, ecosystems and agriculture. It is primarily measured through the presence of particulate matter (PM10 and PM2.5), ozone, nitrogen dioxide, sulphur dioxide and carbon monoxide in the air. Ambient air pollution is one of the leading environmental risk factors affecting urban and rural populations around the world, resulting in an estimated 4.2 million premature deaths in 2019 (WHO, 2024).",es,0.98,gemini-3.5,Single model (skipped consensus),0.1,EN0103,https://www.preventionweb.net/understanding-disaster-risk/terminology/hips/en0103
