language,term,system,truth,lex_score,sem_score
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,furniture and equipment,家具与设备,家具和设备,0.80,1.00
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,furniture and equipment,家具与设备,家具和设备,0.80,1.00
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,furniture and equipment,家具与设备,家具和设备,0.80,1.00
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,furniture and equipment,家具与设备,家具和设备,0.80,1.00
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,furniture and equipment,家具与设备,家具和设备,0.80,1.00
ch,furniture and equipment,家具与设备,家具和设备,0.80,1.00
ch,assets  equipments,设备,资产 - 设备,0.50,0.63
ch,assets  equipments,设备,资产 - 设备,0.50,0.63
ch,furniture and equipment,家具与设备,家具和设备,0.80,1.00
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,furniture and equipment,家具与设备,家具和设备,0.80,1.00
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,assets  equipments,设备,资产 - 设备,0.50,0.63
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,furniture and equipment,家具与设备,家具和设备,0.80,1.00
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,furniture and equipment,家具与设备,家具和设备,0.80,1.00
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,assets  equipments,设备,资产 - 设备,0.50,0.63
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,machinery and equipments,机械设备,机械与设备,0.89,0.95
ch,furniture and equipment,家具与设备,家具和设备,0.80,1.00
ch,assets  equipments,设备,资产 - 设备,0.50,0.63
ch,graders,评分器,年级,0.00,0.63
ch,pipelines oil  oleduct,油管,石油管道 - 输油管,0.36,0.90
ch,pollytecnic institute,理工学院,Pollytecnic 研究所,0.00,0.56
ch,kitchen appliances,厨房电器,厨房用具,0.50,0.92
ch,surgical block,手术块,手术区块,0.86,0.93
ch,grapefruit  pomelo,柚子,葡萄柚和柚子,0.50,0.87
ch,separation units,分离单元,分离装置,0.50,0.81
ch,colleague health unit,同事健康单位,同事保健单位,0.83,0.96
ch,basic drainage lines,基础排水管线,基本排水系统,0.50,0.76
ch,small earthen dam,小型土坝,坝,0.40,0.76
ch,vehicles  management,车辆管理,车辆 - 管理,0.80,0.99
ch,spas,水疗中心,水疗,0.67,0.76
ch,oil palms,油棕,油棕榈,0.80,0.75
ch,completion systems,补全系统,完井系统,0.50,0.86
ch,water reservoirs,水库,蓄水池,0.40,0.92
ch,pipelines gas gaseoduct,天然气管道,管道 天然气-天然气管道,0.62,0.92
ch,supplies,物资,用品,0.00,0.97
ch,railcars,车厢,轨道车,0.40,0.56
ch,lupins,羽扇豆,卢平,0.00,0.61
ch,mixing rooms,混音室,混合室,0.67,0.73
ch,drilling machinery,钻井设备,钻孔机械,0.25,0.89
ch,inventory,清单,库存,0.00,0.55
ch,photo studies,照片研究,图片研究,0.75,0.99
ch,onions incl shallots,洋葱（含小洋葱）,洋葱(包括葱),0.46,0.99
ch,peaches  nectarines,桃子和杏子,桃子和油桃,0.60,0.95
ch,decentralized plants,分布式发电站,分散式工厂,0.36,0.66
ch,artichokes,洋蓟,朝鲜蓟,0.40,0.64
ch,pump jacks,泵架,泵用千斤顶,0.29,0.86
ch,plums and sloes,李子和山柑,李子和苏子,0.60,0.84
ch,color grading labs,色彩分级实验室,调色实验室,0.67,0.84
ch,tribunal facilities,法院设施,法庭设施,0.75,0.99
ch,crushing machinery,破碎设备,破碎机械,0.50,0.89
ch,small embankments,小型堤坝,小堤坝,0.86,0.89
ch,footpaths,人行道,人径,0.40,0.71
ch,projectors,投影算子,投影仪,0.57,0.83
ch,nutmeg mace cardamoms,肉豆蔻、肉豆蔻皮、豆蔻,肉豆蔻、肉豆蔻、小豆蔻,0.91,0.99
ch,boards,印刷电路板,执行局,0.00,0.29
ch,artworks,艺术作品,艺术品,0.86,0.99
ch,boreholes,钻孔,水井,0.00,0.78
ch,electronic health records,电子健康档案,电子病历,0.40,0.76
ch,pile drivers,桩锤,打桩机,0.40,0.82
ch,mine shafts,竖井,矿井,0.50,0.80
ch,biogassifiers,厌氧消化槽,生物气化器,0.20,0.50
ch,demolition machines,拆除机,爆破机械,0.29,0.71
ch,pigeno peas,鸡豆,皮根诺豌豆,0.29,0.68
ch,leguminous crops nec,豆科作物（未列入其他类别）,豆类作物(未另说明,0.38,0.95
ch,regional medical centers,区域医疗中心,地区医疗中心,0.83,0.99
ch,district hospital,区级医院,区医院,0.86,0.99
ch,other cereals nec,"其他谷物, 未另归类","其他谷物,未另分类",0.82,0.96
ch,rainage structures,雨水排水结构,雨水结构,0.80,0.97
ch,other nuts nec,其他 NUTS（未另行分类）,其他坚果,0.22,0.82
ch,treatment facilities,处理设施,治疗设施,0.50,0.65
ch,mate,将死,伴侣,0.00,0.34
ch,letrines,沉淀池,Letrines,0.00,0.37
ch,niger seed,尼日尔籽,尼日尔种子,0.67,0.99
ch,mechanized wells,机械化井,机井,0.67,0.83
ch,school dispensaire nurse,学校护士,学校药剂师/护士,0.73,0.82
ch,water quality laboratories,水质分析实验室,水质实验室,0.83,0.92
ch,vanilla,vanilla,香草,0.00,0.59
ch,artifacts,工件,工艺品,0.40,0.59
ch,electricity transmission underwater,海底电力传输,水下输电,0.20,0.79
ch,production machinery,生产设备,生产机械,0.50,0.89
ch,government house,政府官邸,政府大楼,0.50,0.87
ch,middle school,初中,中学,0.50,0.96
ch,millets,小米,黍,0.00,0.59
ch,processing facilities,处理设施,加工设施,0.50,0.83
ch,applicance,设备,适用范围,0.00,0.45
ch,jetties,码头,栈桥,0.00,0.57
ch,storefronts,在线商店,店面,0.33,0.83
ch,faculty,教师,学院,0.00,0.66
ch,ground extraction systems,土壤提取系统,地面抽吸系统,0.33,0.69
ch,electronic switching,电子交换,电子开关,0.50,0.57
ch,cow peas,羌豆,牛豌豆,0.40,0.72
ch,other electronics,其他电子,其他电子产品,0.80,0.58
ch,pumping systems surface,泵送系统表面,地面泵送系统,0.67,0.86
ch,beans,JavaBeans,豆类,0.00,0.43
ch,tangerines mandarins clementines,柑橘,橘子、柑橘、小柠檬,0.36,0.85
ch,processing plants,处理厂,加工厂,0.33,0.83
ch,landmark,关键点,地标,0.00,0.62
ch,nutmeg mace cardamoms,肉豆蔻、肉豆蔻皮、豆蔻,肉豆蔻、肉豆蔻、小豆蔻,0.91,0.99
ch,weirs,溢洪坝,堰,0.00,0.71
ch,dams,大坝,水坝,0.50,0.98
ch,tanks,罐,坦克,0.00,0.69
ch,drains,排水管,排水渠,0.67,0.89
ch,box culverts,箱涵,箱形暗渠,0.33,0.68
ch,blood banks,血液库,血库,0.80,0.98
ch,recreational amenities,休闲设施,娱乐设施,0.50,0.83
ch,houseboats,船屋,游艇,0.00,0.90
ch,art galleries,画廊,艺术画廊,0.67,0.96
ch,official residencies,官邸,正式驻地,0.00,0.82
ch,other protective,其他防护,其他保护性,0.67,0.95
ch,mobile treatment units,移动治疗单元,移动处理装置,0.33,0.66
ch,primary health centers,基层卫生中心,初级保健中心,0.33,0.94
ch,community water supply,社区供水系统,社区供水,0.80,0.96
ch,generators,生成器,发电机,0.00,0.61
ch,solar pv,光伏太阳能,太阳能光伏发电,0.50,0.98
ch,associated energy supplies,关联能源供应,相关能源供应,0.83,0.98
ch,medium passenger services,中程客运服务,中型客运服务,0.83,0.90
ch,storage furniture,储物家具,储藏家具,0.75,0.92
ch,boreholdes,Boreholdes,钻孔,0.00,0.62
ch,footbridges,人行桥,行人,0.40,0.63
ch,castor bean,蓖麻籽,蓖麻,0.80,0.76
ch,barracks,兵营,军营,0.50,0.95
ch,cauliflowers  broccoli,花椰菜和西兰花,菜花和西兰花,0.77,0.93
ch,online storefronts,在线商店,在线店面,0.75,0.98
ch,pumps and aerators,泵和曝气器,泵和充气机,0.60,0.97
ch,poles,极点,杆,0.00,0.71
ch,house trailers,拖挂式住宅,房屋拖车,0.22,0.80
ch,cherries  sour cherries,樱桃及酸樱桃,樱桃和酸樱桃,0.83,1.00
ch,storage tanks,贮存罐,储存罐,0.67,0.92
ch,early childhood center,早期教育中心,幼儿中心,0.40,0.71
ch,regasification terminals,液化天然气再气化终端,再气化终端,0.67,0.88
ch,assets viaducts roads,资产：高架桥、公路,资产:高架桥、道路,0.82,0.99
ch,chairs,主席,椅子,0.00,0.38
ch,laboratory consumables,实验室耗材,实验室消耗品,0.73,0.93
ch,inroom appliances,客房电器,室内电器,0.50,0.92
ch,cotton,棉花,棉质,0.50,0.96
ch,gooseberries,醋栗,鹅莓,0.00,0.79
ch,diagnostic  laboratory services,诊断与实验室服务,诊断和实验室服务,0.88,1.00
ch,storage facilities,存储设施,储存设施,0.75,0.96
ch,forage products nec,饲料产品，其他,"饲料产品,未另分类",0.53,0.84
ch,protection walls,防护墙,保护墙,0.67,0.96
ch,turbines,涡轮,涡轮机,0.80,0.96
ch,stalls,停滞,摊位,0.00,0.54
ch,sound stages,录音棚,音响舞台,0.29,0.76
ch,backhoes,反铲挖土机,反铲,0.57,0.83
ch,editing hardwarde,编辑硬件,编辑 hardwarde,0.25,0.41
ch,supporting equipments,支撑设备,辅助设备,0.50,0.83
ch,official vehicles,公务用车,官方车辆,0.25,0.89
ch,desks,桌子,办公桌,0.40,0.69
ch,pipe culverts,管道涵洞,管涵,0.67,0.58
ch,other connective,其他逻辑连接词,其他连接体,0.67,0.54
ch,colections,集合,收藏,0.00,0.76
ch,fishing engines,渔业发动机,捕鱼发动机,0.60,0.97
ch,cameras,相机,照相机,0.80,0.99
ch,pumps,泵,水泵,0.67,0.86
ch,correctionaries,纠错词典,惩教所,0.00,0.31
ch,vacuum trucks,真空垃圾车,真空吸尘器,0.40,0.85
ch,asphalt pavers,沥青摊铺机,沥青铺路机,0.80,0.83
ch,safflower,胡颓子,红花,0.00,0.44
ch,protection of slopes,坡面防护,保护斜坡,0.25,0.92
ch,major fixtures,主要组件,主要装置,0.50,0.83
ch,loaders,加载器,装载机,0.33,0.85
ch,cabbages,甘蓝,卷心菜,0.00,0.40
ch,water trucks,水罐车,运水车,0.67,0.68
ch,fishing vesselsboats,渔船,渔船/船只,0.67,0.91
ch,treatment plants,污水处理厂,处理厂,0.75,0.65
ch,libraries,软件库,图书馆,0.00,0.67
ch,vanilla,vanilla,香草,0.00,0.59
ch,studios music,录音室音乐,工作室音乐,0.60,0.89
ch,lentils,扁豆,小扁豆,0.80,0.96
ch,batching plants,混凝土搅拌站,配料设备,0.00,0.55
ch,river intakes,河流进水口,河口,0.57,0.72
ch,compactors,压缩机,压实机,0.67,0.67
ch,apples 2,Apples 2,苹果 2,0.33,0.96
ch,rice,稻米,大米,0.50,0.87
ch,rollers,滚子,滚筒,0.50,0.82
ch,landscaping,园林绿化,景观设计,0.00,0.49
ch,mobile manufactured houses,移动房屋,活动房屋/人造房屋,0.50,0.78
ch,mobile healthcare unit,移动医疗单位,流动医疗单位,0.83,0.90
ch,industry,工业,行业,0.50,0.96
ch,industry,工业,行业,0.50,0.96
ch,governance,治理,管理,0.50,0.76
ch,industry,工业,行业,0.50,0.96
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,governance,治理,管理,0.50,0.76
ch,governance,治理,管理,0.50,0.76
ch,commerce and trade,商务与贸易,商业和贸易,0.60,0.99
ch,industry,工业,行业,0.50,0.96
ch,industry,工业,行业,0.50,0.96
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,transportation,运输,交通运输,0.67,0.97
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,industry,工业,行业,0.50,0.96
ch,industry,工业,行业,0.50,0.96
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,industry,工业,行业,0.50,0.96
ch,sanitation,卫生,环境卫生,0.67,0.69
ch,sanitation,卫生,环境卫生,0.67,0.69
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,sanitation,卫生,环境卫生,0.67,0.69
ch,industry,工业,行业,0.50,0.96
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,sanitation,卫生,环境卫生,0.67,0.69
ch,governance,治理,管理,0.50,0.76
ch,sanitation,卫生,环境卫生,0.67,0.69
ch,industry,工业,行业,0.50,0.96
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,industry,工业,行业,0.50,0.96
ch,industry,工业,行业,0.50,0.96
ch,industry,工业,行业,0.50,0.96
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,sanitation,卫生,环境卫生,0.67,0.69
ch,industry,工业,行业,0.50,0.96
ch,industry,工业,行业,0.50,0.96
ch,governance,治理,管理,0.50,0.76
ch,aquaculture  agriculturefisheries  agriculture,"水产养殖 - 农业, 渔业 - 农业",水产养殖 - 农业、渔业 - 农业,0.93,1.00
ch,commerce and trade,商务与贸易,商业和贸易,0.60,0.99
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,transportation,运输,交通运输,0.67,0.97
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,transportation,运输,交通运输,0.67,0.97
ch,industry,工业,行业,0.50,0.96
ch,industry,工业,行业,0.50,0.96
ch,sanitation,卫生,环境卫生,0.67,0.69
ch,industry,工业,行业,0.50,0.96
ch,industry,工业,行业,0.50,0.96
ch,industry,工业,行业,0.50,0.96
ch,industry,工业,行业,0.50,0.96
ch,industry,工业,行业,0.50,0.96
ch,transportation,运输,交通运输,0.67,0.97
ch,commerce and trade,商务与贸易,商业和贸易,0.60,0.99
ch,transportation,运输,交通运输,0.67,0.97
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,governance,治理,管理,0.50,0.76
ch,commerce and trade,商务与贸易,商业和贸易,0.60,0.99
ch,commerce and trade,商务与贸易,商业和贸易,0.60,0.99
ch,transportation,运输,交通运输,0.67,0.97
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,governance,治理,管理,0.50,0.76
ch,governance,治理,管理,0.50,0.76
ch,sanitation,卫生,环境卫生,0.67,0.69
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,industry,工业,行业,0.50,0.96
ch,industry,工业,行业,0.50,0.96
ch,transportation,运输,交通运输,0.67,0.97
ch,industry,工业,行业,0.50,0.96
ch,governance,治理,管理,0.50,0.76
ch,sanitation,卫生,环境卫生,0.67,0.69
ch,commerce and trade,商务与贸易,商业和贸易,0.60,0.99
ch,commerce and trade,商务与贸易,商业和贸易,0.60,0.99
ch,industry,工业,行业,0.50,0.96
ch,transportation,运输,交通运输,0.67,0.97
ch,commerce and trade,商务与贸易,商业和贸易,0.60,0.99
ch,commerce and trade,商务与贸易,商业和贸易,0.60,0.99
ch,industry,工业,行业,0.50,0.96
ch,governance,治理,管理,0.50,0.76
ch,industry,工业,行业,0.50,0.96
ch,industry,工业,行业,0.50,0.96
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,commerce and trade,商务与贸易,商业和贸易,0.60,0.99
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,industry,工业,行业,0.50,0.96
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,sanitation,卫生,环境卫生,0.67,0.69
ch,governance,治理,管理,0.50,0.76
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,sanitation,卫生,环境卫生,0.67,0.69
ch,industry,工业,行业,0.50,0.96
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,sanitation,卫生,环境卫生,0.67,0.69
ch,governance,治理,管理,0.50,0.76
ch,sanitation,卫生,环境卫生,0.67,0.69
ch,industry,工业,行业,0.50,0.96
ch,industry,工业,行业,0.50,0.96
ch,industry,工业,行业,0.50,0.96
ch,industry,工业,行业,0.50,0.96
ch,industry,工业,行业,0.50,0.96
ch,sanitation,卫生,环境卫生,0.67,0.69
ch,governance,治理,管理,0.50,0.76
ch,sanitation,卫生,环境卫生,0.67,0.69
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,commerce and trade,商务与贸易,商业和贸易,0.60,0.99
ch,industry,工业,行业,0.50,0.96
ch,industry,工业,行业,0.50,0.96
ch,industry,工业,行业,0.50,0.96
ch,commerce and trade,商务与贸易,商业和贸易,0.60,0.99
ch,industry,工业,行业,0.50,0.96
ch,industry,工业,行业,0.50,0.96
ch,governance,治理,管理,0.50,0.76
ch,industry,工业,行业,0.50,0.96
ch,information and communication,信息与通信,信息与传播,0.60,0.93
ch,territory,领土,领地,0.50,0.96
ch,wellbeing,福祉,幸福感,0.40,0.64
ch,human mobility,人类移动,(人类)流动性,0.67,0.74
ch,community  sense of,社区感,社区(归属感),0.75,0.96
ch,artefacts,人工制品,文物,0.00,0.68
ch,provisioning services,配置服务,供应服务,0.50,0.86
ch,indigenous knowledge,土著知识,本土知识,0.75,0.87
ch,meaningful places,有意义的地点,有意义的地方,0.83,0.97
ch,insectrelated diseases,昆虫相关疾病,与昆虫有关的疾病,0.71,0.99
ch,carcinogens,致癌物,致癌物质,0.86,0.97
ch,extraterrestrial,外星,外星人,0.80,0.92
ch,seismic,地震的,地震,0.80,0.98
ch,volcanic,火山的,火山,0.80,0.98
ch,waterrelated,水相关,与水有关,0.57,0.96
ch,particlerelated,与粒子相关,粒子相关,0.89,0.98
ch,precipitationrelated,降水,降水相关,0.67,0.91
ch,temperaturerelated,温度,与温度有关,0.57,0.91
ch,wind  pressurerelated,风与气压,与风和压力有关,0.36,0.94
ch,postconflict,冲突后期,冲突后,0.86,0.96
ch,behavioural,行为的,行为,0.80,0.95
ch,economic,经济的,经济,0.80,0.96
ch,constructionstructural failure,建筑结构失效,施工/结构故障,0.33,0.86
ch,cyber hazards,网络风险,网络危害,0.50,0.92
ch,industrial failure,工业失效,工业失败,0.75,0.96
ch,waste,废弃物,废物,0.80,0.93
ch,transportation accidents,运输事故,交通事故,0.50,0.90
ch,ground failure,地面失效,地面故障,0.50,0.93
ch,other biological hazards,其他生物危险,其他生物危害,0.83,0.98
ch,space weather,空间天气,太空天气,0.75,0.96
ch,asphyxiant gases,缺氧气体,窒息性气体,0.44,0.65
ch,insect pest infestations,昆虫害虫入侵,虫害,0.50,0.82
ch,locust upsurge,蝗灾,蝗虫肆虐,0.33,0.85
ch,snakebite envenoming,蛇咬中毒,蛇咬伤,0.57,0.90
ch,humanwildlife conflict,人类与野生动物冲突,人类与野生动物的冲突,0.95,1.00
ch,antimicrobial resistance,抗菌药物耐药性,抗菌药耐药性,0.92,0.99
ch,bacterial plant disease,细菌性植物病害,植物细菌性病害,0.71,0.99
ch,fungal plant disease,Enfermedad fúngica en plantas,植物真菌病,0.00,0.81
ch,anthrax,炭疽,炭疽病,0.80,0.97
ch,waterborne diseases,水源性疾病,水传播疾病,0.60,0.97
ch,neglected tropical diseases,被忽视的热带疾病,被忽视的热带病,0.93,0.98
ch,vaccinepreventable diseases,可预防的疫苗接种疾病,疫苗可预防的疾病,0.67,0.98
ch,vectorborne diseases vbd,媒介传播疾病,病媒传染疾病(VBD),0.53,0.70
ch,diarrhoeal diseases,腹泻性疾病,腹泻疾病,0.89,0.99
ch,prion diseases,朊蛋白病,朊病毒疾病,0.44,0.78
ch,hepatitis b,Hepatitis B,乙型肝炎,0.00,0.78
ch,hepatitis c,Hepatitis C,丙型肝炎,0.00,0.82
ch,hiv and aids,艾滋病毒和艾滋病,艾滋病毒与艾滋病,0.88,1.00
ch,covid19 sarscov2,冠状病毒病2019,COVID-19(SARS-CoV-2),0.17,0.40
ch,escherichia coli stec,志贺毒素产生的大肠杆菌 (STEC),大肠杆菌(STEC),0.67,0.86
ch,shigellosis,志贺菌病,志贺氏菌病,0.89,0.99
ch,pandemic influenza human,大流行性流感（人类的）,大流行性流感(人类),0.84,0.99
ch,seasonal influenza,gripal saesonál,季节性流感,0.00,0.34
ch,cysticercosis,囊虫病,囊尾蚴病,0.57,0.85
ch,leptospirosis,豬霍亂,钩端螺旋体病,0.00,0.53
ch,plague,鼠疫,瘟疫,0.50,0.83
ch,chikungunya,基孔肯雅热,奇昆古尼亚,0.00,0.68
ch,zika virus,齐瓦哥病毒,寨卡病毒,0.44,0.88
ch,pertussis human,百日咳,百日咳(人类),0.75,0.95
ch,polio,脊髓灰质炎,小儿麻痹症,0.00,0.56
ch,dengue,Dengue,登革热,0.00,0.63
ch,ebola,埃博拉病毒病,埃博拉,0.67,0.97
ch,lassa fever,拉斯热病,拉沙热,0.57,0.78
ch,mpox,猴痘病毒,Mpox,0.00,0.26
ch,rotavirus,Roto-Virus,轮状病毒,0.00,0.74
ch,lumpy skin disease,乳突皮肤病,结节性皮肤病,0.55,0.87
ch,newcastle disease,纽卡斯尔病,新城疫,0.00,0.67
ch,q fever,Fieber Q,Q 热,0.18,0.57
ch,west nile fever,西尼罗河病毒病,西尼罗河热,0.67,0.56
ch,trypanosomiasis,人类锥虫病,锥虫病,0.75,0.92
ch,classical swine fever,经典猪瘟,古典猪瘟,0.75,0.99
ch,oyster disease aquaculture,牡蛎养殖疾病,牡蛎疾病 水产养殖,0.53,0.98
ch,ammonia,氨,氨气,0.67,0.94
ch,chlorine,氯气,氯,0.67,0.96
ch,lead,Zink,领导,0.00,0.21
ch,mercury,水星,汞,0.00,0.83
ch,microplastics,Microplastiken,微塑料,0.00,0.81
ch,benzene and hydrocarbons,苯及烃,苯和碳氢化合物,0.20,0.86
ch,asbestos,asbest,石棉,0.00,0.35
ch,methanol,metanol,甲醇,0.00,0.68
ch,salinity  sodicity,盐度与钠碱度,盐度&钠度,0.80,0.99
ch,biodiversity loss,Verlust der Biodiversität,生物多样性丧失,0.00,0.98
ch,desertification,沙漠化,荒漠化,0.67,0.85
ch,loss of mangroves,红树林损失,红树林的消失,0.73,0.89
ch,coral bleaching,Bleaching der Korallen,珊瑚漂白,0.00,0.95
ch,compressive soils,压缩土,压缩土壤,0.86,0.88
ch,permafrost loss,perte du pergelisol,冻土流失,0.00,0.48
ch,sand mining,砂矿开采,采砂,0.33,0.76
ch,deforestation,desforestación,森林砍伐,0.00,0.93
ch,forest invasive species,Invasiv speces boskar,森林入侵物种,0.00,0.42
ch,wildfires,yě huǒ,野火,0.00,0.47
ch,airburst,空中爆炸,气爆,0.33,0.75
ch,geomagnetic disturbance,Disturbance géomagnétique,地磁干扰,0.00,0.84
ch,ionospheric disturbances,Störungen der Ionenosphäre,电离层扰动,0.00,0.48
ch,solar energetic particles,太阳高能粒子,太阳能量粒子,0.83,0.86
ch,space hazard  accident,空间危害 / 事故,空间危险/事故,0.71,0.99
ch,pyroclastic density current,火成密度流,火成岩密度电流,0.83,0.80
ch,lahars,拉哈耳,拉哈尔斯,0.57,0.93
ch,subsidence and uplift,沉降与抬升,沉降和隆起,0.40,0.94
ch,shrinkswell subsidence,收缩-膨胀沉降,收缩膨胀下沉,0.83,0.97
ch,sinkhole,塌陷坑,天坑,0.40,0.84
ch,sand encroachment,沙丘侵袭,侵蚀沙地,0.25,0.90
ch,downburst,下沉风,下降气流,0.29,0.84
ch,lightning electrical storm,闪电,闪电(电气风暴),0.50,0.91
ch,thunderstorm,hromovětření,雷雨,0.00,0.44
ch,coastal flooding,海岸洪水,沿海洪水,0.75,1.00
ch,estuarine coastal flooding,河口洪水,河口(沿海)洪水,0.80,0.97
ch,flash flooding,fliegender Hochwasser,山洪暴发,0.00,0.76
ch,fluvial riverine flooding,河流洪水,冲积(河流)洪水,0.80,0.98
ch,groundwater flooding,地下水洪涝,地下水泛滥,0.60,0.90
ch,ponding drainage flooding,蓄水洪水,积水(排水) 洪水,0.55,0.97
ch,surface water flooding,地表水淹沒,地表水泛滥,0.60,0.92
ch,haze,霾,烟雾,0.00,0.67
ch,sand haze,沙尘雾,沙雾,0.80,0.92
ch,rogue wave,孤浪,恶浪,0.50,0.64
ch,sea ice icebergs,lado di mara,海冰(冰山),0.00,0.47
ch,ice flow,冰川流动,冰流,0.67,0.79
ch,seiche,塞希波,海蚀,0.00,0.48
ch,tsunami,tsunami,海啸,0.00,0.93
ch,extratropical cyclone,温带气旋,特热带气旋,0.67,0.95
ch,subtropical cyclone,副热带气旋,亚热带气旋,0.80,0.94
ch,hail,冰雹,万岁,0.00,0.80
ch,snow storm,雪暴,暴风雪,0.40,0.94
ch,cold wave,寒流,寒潮,0.50,0.90
ch,dzud,多祖,Dzud,0.00,0.72
ch,frost hoar frost,霜,霜冻(胡尔霜),0.33,0.91
ch,glaze,釉,釉料,0.67,0.90
ch,ground frost,地面霜,地面霜冻,0.86,0.92
ch,icing including ice,结冰,糖霜(包括冰块),0.25,0.63
ch,gale strong gale,буря,烈风(强风),0.00,0.66
ch,squall,突风,Squall,0.00,0.76
ch,civil unrest,社会动荡,内乱,0.00,0.86
ch,violence,暴力,暴力问题,0.67,0.98
ch,financial shock,шок financiar,金融冲击,0.00,0.87
ch,radioactive waste,放射性废弃物,放射性废物,0.91,0.99
ch,radioactive agents  material,放射性剂和材料,放射性物质和材料,0.80,0.99
ch,nuclear agents,核剂,核制剂,0.80,0.77
ch,explosive agents,爆炸物,爆炸剂,0.67,0.96
ch,building collapse,Gebäudeabriss,建筑物倒塌,0.00,0.66
ch,building highrise cladding,高层建筑覆层,建筑、高层建筑、覆层,0.75,0.93
ch,structural failure,结构失效,结构故障,0.50,0.95
ch,bridge failure,桥梁失效,桥梁故障,0.50,0.96
ch,dam failure,大坝失效,大坝垮塌,0.50,0.88
ch,supply chain failure,供应链失效,供应链失败,0.80,0.96
ch,critical infrastructure failure,Kritische Infrastrukturversagen,关键基础设施故障,0.00,0.91
ch,nuclear plant failure,核电站失效,核电站故障,0.60,0.96
ch,emergency telecommunications failure,紧急通信故障,紧急电信故障,0.83,0.95
ch,water supply failure,供水失效,供水故障,0.50,0.97
ch,malware,maleficent software,恶意软件,0.00,0.56
ch,cyberbullying,cyberbullying,网络欺凌,0.00,0.81
ch,pollution,汚染,污染,0.50,0.98
ch,leaks and spills,泄漏与溢漏,泄漏和溢出,0.60,0.94
ch,fire,火灾,消防,0.00,0.96
ch,mining hazards,Gebrücke des Bergbaus,采矿危险,0.00,0.49
ch,plastic waste,塑料废弃物,塑料垃圾,0.44,0.96
ch,electronic waste ewaste,电子废弃物,电子废物(E-Waste),0.53,0.90
